,i_entry_name,i_length,i_native,i_tm_helix,i_tm_score,u_uniprot_acc
2288,YDBD_ECOLI,768.0, ,4.0,,P25907
2289,YDCF_ECOLI,266.0,3ca8A,0.0,,P34209
2290,YDCK_ECOLI,326.0, ,0.0,,P76100
2291,YDCP_ECOLI,653.0, ,0.0,,P76104
2292,YDCT_ECOLI,337.0, ,0.0,,P77795
2293,YDDA_ECOLI,561.0, ,104.0,,P31826
2294,YDDG_ECOLI,293.0, ,175.0,,P46136
2295,YDDW_ECOLI,439.0, ,7.0,,P64426
2296,YDEJ_ECOLI,172.0, ,0.0,,P31131
2297,YDEN_ECOLI,560.0, ,9.0,,P77318
2298,YDEQ_ECOLI,304.0, ,17.0,,P77588
2299,YDET_ECOLI,382.0, ,0.0,,P76137
2300,YDFH_ECOLI,228.0, ,0.0,,P0ACM2
2301,YDFU_ECOLI,349.0, ,0.0,,P76162
2302,YDGH_ECOLI,314.0, ,6.0,,P76177
2303,YDHB_ECOLI,310.0, ,0.0,,P0ACR2
2304,YDHJ_ECOLI,285.0, ,19.0,,P76185
2305,YDHP_ECOLI,389.0, ,230.0,,P77389
2306,YDHT_ECOLI,270.0, ,0.0,,P77147
2307,YDHW_ECOLI,215.0, ,0.0,,P77564
2308,YDIA_ECOLI,277.0, ,0.0,,P0A8A4
2309,YDIJ_ECOLI,1018.0, ,0.0,,P77748
2310,YDIN_ECOLI,421.0, ,247.0,,P76198
2311,YDIQ_ECOLI,254.0, ,0.0,,P76201
2312,YDIV_ECOLI,237.0, ,0.0,,P76204
2313,YDJE_ECOLI,452.0, ,275.0,,P38055
2314,YDJH_ECOLI,315.0,3in1A,0.0,,P77493
2315,YDJK_ECOLI,459.0, ,259.0,,P76230
2316,YEAD_ECOLI,294.0, ,0.0,,P39173
2317,YEAH_ECOLI,427.0, ,0.0,,P76235
2318,YEAK_ECOLI,167.0, ,0.0,,P64483
2319,YEAP_ECOLI,341.0, ,0.0,,P76245
2320,YEAX_ECOLI,321.0, ,0.0,,P76254
2321,YEBA_ECOLI,440.0, ,16.0,,P0AFS9
2322,YEBE_ECOLI,219.0, ,29.0,,P33218
2323,YEBR_ECOLI,165.0,1vhmB,0.0,,P76270
2324,YEBZ_ECOLI,290.0, ,142.0,,P76278
2325,YECD_ECOLI,188.0,1j2rA,0.0,,P0ADI7
2326,YECS_ECOLI,222.0, ,102.0,,P0AFT2
2327,YEDE_ECOLI,401.0, ,201.0,,P31064
2328,YEDK_ECOLI,222.0,2icuB,0.0,,P76318
2329,MPGP_ECOLI,271.0,1xviB,0.0,,P76329
2330,YEDV_ECOLI,452.0, ,42.0,,P76339
2331,YEDZ_ECOLI,211.0, ,110.0,,P76343
2332,YEEL_ECOLI,350.0, ,0.0,,P76349
2333,YEEP_ECOLI,236.0, ,1.0,,P76359
2334,YEFG_ECOLI,330.0, ,1.0,,P37749
2335,YEGE_ECOLI,1105.0, ,182.0,,P38097
2336,YEGK_ECOLI,253.0, ,3.0,,P76395
2337,YEGS_ECOLI,299.0,2bonA,0.0,,P76407
2338,YEGV_ECOLI,321.0, ,0.0,,P76419
2339,YEHA_ECOLI,344.0, ,11.0,,P33340
2340,YEHD_ECOLI,180.0, ,12.0,,P33343
2341,YEHL_ECOLI,362.0, ,0.0,,P33348
2342,YEHQ_ECOLI,614.0, ,2.0,,P33353
2343,YEHU_ECOLI,561.0, ,121.0,,P0AD14
2344,YEHY_ECOLI,385.0, ,190.0,,P33361
2345,SFGH2_ECOLI,278.0, ,0.0,,P33018
2346,EFPL_ECOLI,190.0, ,0.0,,P0A6N8
2347,YEIU_ECOLI,237.0, ,95.0,,P76445
2348,YEJE_ECOLI,341.0, ,134.0,,P33915
2349,YEJM_ECOLI,586.0, ,101.0,,P0AD27
2350,YFAP_ECOLI,258.0, ,1.0,,P76462
2351,YFAT_ECOLI,207.0, ,0.0,,P76466
2352,YFBK_ECOLI,575.0, ,4.0,,P76481
2353,YFBN_ECOLI,238.0, ,0.0,,P76484
2354,YFBS_ECOLI,610.0, ,217.0,,P0AFU2
2355,YFCA_ECOLI,269.0, ,158.0,,P0AD30
2356,YFCE_ECOLI,184.0,1su1A,0.0,,P67095
2357,YFCH_ECOLI,297.0, ,0.0,,P77775
2358,YFCP_ECOLI,179.0, ,16.0,,P76499
2359,YFCS_ECOLI,250.0, ,17.0,,P77599
2360,YFDC_ECOLI,310.0, ,122.0,,P37327
2361,YFDN_ECOLI,164.0, ,0.0,,P76510
2362,YFDX_ECOLI,211.0, ,5.0,,P76520
2363,YFEH_ECOLI,332.0, ,161.0,,P39836
2364,YFER_ECOLI,308.0, ,3.0,,P0ACR7
2365,YFEX_ECOLI,299.0, ,0.0,,P76536
2366,YFGC_ECOLI,487.0, ,22.0,,P66948
2367,YFGM_ECOLI,206.0, ,16.0,,P76576
2368,YFHM_ECOLI,1653.0, ,3.0,,P76578
2369,TRMN6_ECOLI,245.0, ,0.0,,P31825
2370,YFIH_ECOLI,243.0,1z9tA,0.0,,P33644
2371,YFIQ_ECOLI,886.0, ,0.0,,P76594
2372,YFJK_ECOLI,729.0, ,0.0,,P52126
2373,YFJR_ECOLI,233.0, ,0.0,,P52133
2374,YFJY_ECOLI,160.0, ,0.0,,P52140
2375,YGAQ_ECOLI,750.0, ,0.0,,P76616
2376,YGBJ_ECOLI,302.0, ,8.0,,Q46888
2377,YGBM_ECOLI,258.0,1k77A,0.0,,Q46891
2378,YGCB_ECOLI,888.0, ,2.0,,P38036
2379,YGCG_ECOLI,290.0, ,55.0,,P55140
2380,YGCJ_ECOLI,363.0, ,0.0,,Q46899
2381,YGCN_ECOLI,423.0, ,5.0,,Q46904
2382,YGCR_ECOLI,259.0, ,0.0,,Q46908
2383,YGCW_ECOLI,261.0, ,2.0,,P76633
2384,YGDL_ECOLI,268.0, ,11.0,,Q46927
2385,YGEH_ECOLI,458.0, ,0.0,,P76639
2386,YGEQ_ECOLI,278.0, ,7.0,,Q46797
2387,YGEW_ECOLI,396.0,3q98A,0.0,,Q46803
2388,YGFA_ECOLI,182.0, ,3.0,,P0AC28
2389,YGFH_ECOLI,492.0, ,0.0,,P52043
2390,YGFK_ECOLI,1032.0, ,1.0,,Q46811
2391,YGFS_ECOLI,162.0, ,0.0,,Q46819
2392,YGFZ_ECOLI,326.0,1nrkA,0.0,,P0ADE8
2393,GLPX2_ECOLI,321.0, ,0.0,,P21437
2394,YGGR_ECOLI,326.0, ,0.0,,P52052
2395,YGHA_ECOLI,294.0, ,0.0,,P0AG84
2396,YGHF_ECOLI,288.0, ,5.0,,Q46834
2397,YGHQ_ECOLI,355.0, ,141.0,,Q46841
2398,YGHT_ECOLI,230.0, ,5.0,,Q46844
2399,YGHZ_ECOLI,346.0,3n6qB,0.0,,Q46851
2400,YGIF_ECOLI,433.0, ,0.0,,P30871
2401,YGIM_ECOLI,206.0, ,23.0,,P0ADT8
2402,YGIV_ECOLI,160.0, ,0.0,,Q46866
2403,YGJJ_ECOLI,356.0, ,1.0,,P42591
2404,YGJR_ECOLI,328.0, ,0.0,,P42599
2405,YHAJ_ECOLI,298.0, ,0.0,,P67660
2406,YHAO_ECOLI,443.0, ,225.0,,P42628
2407,YHBJ_ECOLI,284.0, ,0.0,,P0A894
2408,YHBT_ECOLI,174.0, ,0.0,,P64599
2409,YHBX_ECOLI,541.0, ,105.0,,P42640
2410,YHCD_ECOLI,793.0, ,3.0,,P45420
2411,YHCH_ECOLI,154.0, ,0.0,,P45424
2412,YHDH_ECOLI,324.0,1o8cA,10.0,,P26646
2413,YHDW_ECOLI,341.0, ,9.0,,P45766
2414,YHDZ_ECOLI,252.0, ,0.0,,P45769
2415,YHET_ECOLI,340.0, ,0.0,,P45524
2416,YHFT_ECOLI,434.0, ,221.0,,P45546
2417,YHFZ_ECOLI,301.0, ,0.0,,P45552
2418,YHGN_ECOLI,197.0, ,112.0,,P67143
2419,YHHQ_ECOLI,221.0, ,125.0,,P37619
2420,YHHW_ECOLI,231.0,1tq5A,0.0,,P46852
2421,YHHZ_ECOLI,392.0, ,2.0,,P46855
2422,YHII_ECOLI,355.0, ,18.0,,P37626
2423,YHIQ_ECOLI,250.0,2pgxA,0.0,,P68567
2424,YHJA_ECOLI,465.0, ,19.0,,P37197
2425,YHJD_ECOLI,337.0, ,111.0,,P37642
2426,YHJH_ECOLI,255.0, ,0.0,,P37646
2427,YHJQ_ECOLI,250.0, ,0.0,,P37655
2428,YHJV_ECOLI,423.0, ,224.0,,P37660
2429,YIAD_ECOLI,219.0, ,37.0,,P37665
2430,YIAL_ECOLI,155.0, ,0.0,,P37673
2431,YIAT_ECOLI,246.0, ,11.0,,P37681
2432,ADH2_ECOLI,383.0, ,0.0,,P37686
2433,YIBF_ECOLI,202.0, ,0.0,,P0ACA1
2434,YIBQ_ECOLI,319.0, ,11.0,,P37691
2435,YICJ_ECOLI,460.0, ,259.0,,P31435
2436,YICR_ECOLI,222.0, ,0.0,,P25531
2437,YIDJ_ECOLI,497.0, ,0.0,,P31447
2438,YIDP_ECOLI,238.0, ,0.0,,P31453
2439,YIDZ_ECOLI,319.0, ,0.0,,P31463
2440,YIEH_ECOLI,221.0, ,0.0,,P31467
2441,YIEP_ECOLI,230.0, ,0.0,,P31475
2442,YIGA_ECOLI,235.0, ,0.0,,P23305
2443,YIGI_ECOLI,155.0, ,2.0,,P0ADP2
2444,YIGP_ECOLI,201.0, ,1.0,,P0ADP7
2445,YIHI_ECOLI,169.0, ,0.0,,P0A8H6
2446,YIHN_ECOLI,421.0, ,248.0,,P32135
2447,YIHQ_ECOLI,678.0, ,0.0,,P32138
2448,YIHT_ECOLI,292.0, ,1.0,,P32141
2449,YIHW_ECOLI,261.0, ,0.0,,P32144
2450,YIID_ECOLI,329.0, ,6.0,,P0ADQ2
2451,YIIX_ECOLI,202.0, ,1.0,,P32167
2452,YIJO_ECOLI,283.0, ,0.0,,P32677
2453,YJBB_ECOLI,543.0, ,175.0,,P0AF43
2454,YJBH_ECOLI,698.0, ,2.0,,P32689
2455,YJCD_ECOLI,449.0, ,261.0,,P0AF52
2456,YJCO_ECOLI,229.0, ,3.0,,P0AF56
2457,YJDC_ECOLI,191.0, ,0.0,,P0ACU7
2458,YJEE_ECOLI,153.0, ,0.0,,P0AF67
2459,YJEK_ECOLI,342.0, ,0.0,,P39280
2460,YJES_ECOLI,379.0, ,0.0,,P39288
2461,YJFJ_ECOLI,232.0, ,0.0,,P0AF78
2462,YJGB_ECOLI,339.0, ,2.0,,P27250
2463,YJGL_ECOLI,604.0, ,2.0,,P39336
2464,YJGR_ECOLI,500.0, ,2.0,,P39342
2465,YJHC_ECOLI,372.0, ,0.0,,P39353
2466,YJHH_ECOLI,301.0, ,0.0,,P39359
2467,YJHQ_ECOLI,181.0, ,0.0,,P39368
2468,YJIA_ECOLI,318.0,1nijA,1.0,,P24203
2469,YJIL_ECOLI,255.0, ,0.0,,P39383
2470,YJIR_ECOLI,470.0, ,1.0,,P39389
2471,YJIY_ECOLI,716.0, ,295.0,,P39396
2472,YJJJ_ECOLI,443.0, ,0.0,,P39410
2473,YJJM_ECOLI,304.0, ,0.0,,P39399
2474,YJJU_ECOLI,357.0, ,1.0,,P39407
2475,NCPP_ECOLI,170.0,1u5wB,0.0,,P39411
2476,YKFG_ECOLI,158.0, ,0.0,,Q47685
2477,YKGD_ECOLI,284.0, ,0.0,,P77379
2478,YKGG_ECOLI,231.0, ,0.0,,P77433
2479,YLBA_ECOLI,261.0,1rc6A,0.0,,P75713
2480,YLIF_ECOLI,442.0, ,38.0,,P75801
2481,YMBA_ECOLI,187.0, ,4.0,,P0AB10
2482,YMFD_ECOLI,221.0, ,0.0,,P75967
2483,YNAI_ECOLI,343.0, ,106.0,,P0AEB5
2484,YNBC_ECOLI,585.0, ,3.0,,P76092
2485,YNCB_ECOLI,345.0, ,1.0,,P76113
2486,YNCG_ECOLI,205.0, ,0.0,,P76117
2487,SAD_ECOLI,462.0, ,4.0,,P76149
2488,YNFF_ECOLI,807.0, ,5.0,,P77783
2489,BIOD2_ECOLI,231.0, ,0.0,,P0A6E9
2490,YNHG_ECOLI,334.0, ,12.0,,P76193
2491,YNJA_ECOLI,182.0, ,10.0,,P76222
2492,YNJD_ECOLI,217.0, ,0.0,,P76909
2493,YOAA_ECOLI,636.0, ,0.0,,P76257
2494,C56H_ECOLI,176.0, ,79.0,,P76345
2495,YOHD_ECOLI,192.0, ,94.0,,P33366
2496,YOJI_ECOLI,547.0, ,137.0,,P33941
2497,YPDC_ECOLI,285.0, ,0.0,,P77396
2498,YPFG_ECOLI,347.0, ,15.0,,P76559
2499,YPFM_ECOLI,19.0, ,0.0,,A5A621
2500,YPHD_ECOLI,332.0, ,180.0,,P77315
2501,YPHG_ECOLI,1093.0, ,0.0,,P76585
2502,YPJD_ECOLI,263.0, ,159.0,,P64432
2503,ARCL_ECOLI,310.0, ,0.0,,Q46807
2504,YQEF_ECOLI,393.0, ,1.0,,Q46939
2505,YQEI_ECOLI,269.0, ,17.0,,Q46942
2506,YQGE_ECOLI,187.0, ,0.0,,P0A8W5
2507,YQHG_ECOLI,308.0, ,2.0,,Q46858
2508,YQIH_ECOLI,249.0, ,19.0,,P77616
2509,YQIK_ECOLI,553.0, ,30.0,,P77306
2510,YQJI_ECOLI,207.0, ,0.0,,P64588
2511,YRAJ_ECOLI,838.0, ,11.0,,P42915
2512,YRAQ_ECOLI,346.0, ,188.0,,P45468
2513,YRBL_ECOLI,210.0, ,0.0,,P64610
2514,IGAA_ECOLI,711.0, ,77.0,,P45800
2515,DLHH_ECOLI,271.0, ,0.0,,P56262
2516,QOR2_ECOLI,286.0,2zcvA,0.0,,P39315
2517,YTFM_ECOLI,577.0, ,14.0,,P0ADE4
2518,YTFR_ECOLI,500.0, ,0.0,,Q6BEX0
2519,ZIPA_ECOLI,328.0, ,16.0,,P77173
2520,ZNTB_ECOLI,327.0, ,39.0,,P64423
2521,ZNUC_ECOLI,251.0, ,0.0,,P0A9X1
2522,ZUPT_ECOLI,257.0, ,154.0,,P0A8H3
2523,ACPS_ECOLI,126.0, ,0.0,,P24224
2524,ARIR_ECOLI,88.0,2oxlA,0.0,,P75993
2525,ARSC_ECOLI,141.0, ,0.0,,P0AB96
2526,ATPL_ECOLI,79.0,1qo1K,41.0,,P68699
2527,BLR_ECOLI,41.0, ,16.0,,P56976
2528,CBPM_ECOLI,101.0, ,0.0,,P63264
2529,CHAB_ECOLI,76.0, ,0.0,,P0AE63
2530,CHEY_ECOLI,129.0,1a0oA,0.0,,P0AE67
2531,CLPS_ECOLI,106.0,2wa8C,0.0,,P0A8Q6
2532,CRL_ECOLI,133.0, ,0.0,,P24251
2533,CSPA_ECOLI,70.0,1mjcA,0.0,,P0A9X9
2534,CSPD_ECOLI,74.0, ,0.0,,P0A968
2535,CSPG_ECOLI,70.0, ,0.0,,P0A978
2536,CSRA_ECOLI,61.0, ,0.0,,P69913
2537,CUTA_ECOLI,112.0,1naqA,0.0,,P69488
2538,KDGL_ECOLI,122.0, ,47.0,,P0ABN1
2539,DINI_ECOLI,81.0, ,0.0,,P0ABR1
2540,DSRB_ECOLI,62.0, ,0.0,,P0AEG8
2541,ECNA_ECOLI,41.0, ,10.0,,P0ADB4
2542,ERPA_ECOLI,114.0, ,0.0,,P0ACC3
2543,EUTN_ECOLI,95.0,2z9hA,0.0,,P0AEJ8
2544,FBPB_ECOLI,115.0, ,48.0,,P75681
2545,FEOC_ECOLI,78.0, ,0.0,,P64638
2546,FKBX_ECOLI,149.0, ,0.0,,P0AEM0
2547,FLGM_ECOLI,97.0, ,0.0,,P0AEM4
2548,FLIJ_ECOLI,147.0, ,0.0,,P52613
2549,FLIS_ECOLI,136.0, ,0.0,,P26608
2550,FOLX_ECOLI,120.0,1b9lA,0.0,,P0AC19
2551,FRMR_ECOLI,91.0, ,0.0,,P0AAP3
2552,PTFB2_ECOLI,106.0, ,0.0,,P69816
2553,FUCM_ECOLI,140.0,2wcvB,0.0,,P0AEN8
2554,PTKB_ECOLI,94.0, ,2.0,,P37188
2555,GLGS_ECOLI,66.0, ,0.0,,P26649
2556,LGUL_ECOLI,135.0,1f9zA,0.0,,P0AC81
2557,CH10_ECOLI,97.0,1aonO,0.0,,P0A6F9
2558,GLRX4_ECOLI,115.0,2wciA,0.0,,P0AC69
2559,HDEA_ECOLI,110.0,1dj8A,12.0,,P0AES9
2560,HHA_ECOLI,72.0, ,0.0,,P0ACE3
2561,HIGA_ECOLI,138.0, ,0.0,,P67701
2562,HIPB_ECOLI,88.0,2wiuB,0.0,,P23873
2563,GSPG_ECOLI,145.0, ,19.0,,P41442
2564,HOKA_ECOLI,50.0, ,16.0,,P37305
2565,HOKD_ECOLI,51.0, ,15.0,,P0ACG6
2566,HOLE_ECOLI,76.0, ,0.0,,P0ABS8
2567,HSPQ_ECOLI,105.0,1vbvA,0.0,,P0AB20
2568,HYAE_ECOLI,132.0, ,0.0,,P19931
2569,HYPA_ECOLI,116.0, ,0.0,,P0A700
2570,IBPB_ECOLI,142.0, ,0.0,,P0C058
2571,LPID_ECOLI,32.0, ,18.0,,P62522
2572,IF1_ECOLI,72.0, ,0.0,,P69222
2573,INSA3_ECOLI,91.0, ,0.0,,P0CF09
2574,INSA6_ECOLI,91.0, ,0.0,,P0CF12
2575,INSC2_ECOLI,121.0, ,0.0,,P0CF41
2576,INSC5_ECOLI,121.0, ,0.0,,P0CF44
2577,INSE1_ECOLI,99.0, ,0.0,,P0CF66
2578,INSE4_ECOLI,99.0, ,0.0,,P0CF69
2579,INSE7_ECOLI,99.0, ,0.0,,P0CF72
2580,INSO1_ECOLI,141.0, ,0.0,,P75680
2581,IRAM_ECOLI,107.0, ,8.0,,P75987
2582,KDPF_ECOLI,29.0, ,19.0,,P36937
2583,LDRD_ECOLI,35.0, ,17.0,,Q6BF25
2584,LSRG_ECOLI,96.0, ,0.0,,P64461
2585,MAZE_ECOLI,82.0,1ub4C,0.0,,P0AE72
2586,MDTI_ECOLI,109.0, ,72.0,,P69210
2587,MGRB_ECOLI,47.0, ,18.0,,P64512
2588,MLAB_ECOLI,97.0, ,0.0,,P64602
2589,MOAE_ECOLI,150.0,1fm0E,0.0,,P30749
2590,MSCL_ECOLI,136.0, ,41.0,,P0A742
2591,NAPB_ECOLI,149.0, ,10.0,,P0ABL3
2592,NIFU_ECOLI,128.0, ,0.0,,P0ACD4
2593,NRDH_ECOLI,81.0,1h75A,0.0,,P0AC65
2594,NRFF_ECOLI,127.0, ,31.0,,P32711
2595,NUDG_ECOLI,135.0, ,0.0,,P77788
2596,NUOK_ECOLI,100.0, ,56.0,,P0AFE4
2597,OSMC_ECOLI,143.0,1nyeA,0.0,,P0C0L2
2598,PAAI_ECOLI,140.0,1psuB,0.0,,P76084
2599,PHNB_ECOLI,147.0, ,0.0,,P16681
2600,PLIG_ECOLI,133.0, ,4.0,,P76002
2601,PPIC_ECOLI,93.0, ,0.0,,P0A9L5
2602,PSPE_ECOLI,104.0, ,10.0,,P23857
2603,LPPY_ECOLI,44.0, ,0.0,,P0AD83
2604,RAIA_ECOLI,113.0, ,0.0,,P0AD49
2605,RBFA_ECOLI,133.0, ,0.0,,P0A7G2
2606,RCNR_ECOLI,90.0, ,0.0,,P64530
2607,RELE_ECOLI,95.0,3kiuy,0.0,,P0C077
2608,LPRH_ECOLI,33.0, ,0.0,,P0ADF3
2609,RMF_ECOLI,55.0, ,0.0,,P0AFW2
2610,ROF_ECOLI,84.0, ,0.0,,P0AFW8
2611,RL11_ECOLI,142.0,1vs6I,0.0,,P0A7J7
2612,RL14_ECOLI,123.0,1vt2K,0.0,,P0ADY3
2613,RL17_ECOLI,127.0,1vs6N,0.0,,P0AG44
2614,RL20_ECOLI,118.0,1vs6Q,0.0,,P0A7L3
2615,RL23_ECOLI,100.0,1vs6T,0.0,,P0ADZ0
2616,RL27_ECOLI,85.0,1vs6W,0.0,,P0A7L8
2617,RL30_ECOLI,59.0,1vs6Y,0.0,,P0AG51
2618,RL32_ECOLI,57.0,1vs60,0.0,,P0A7N4
2619,RL35_ECOLI,65.0,1vs63,0.0,,P0A7Q1
2620,RPOZ_ECOLI,91.0, ,0.0,,P0A800
2621,RS9_ECOLI,130.0,1vs5I,0.0,,P0A7X3
2622,RS12_ECOLI,124.0,1vs5L,0.0,,P0A7S3
2623,RS15_ECOLI,89.0,2qalO,0.0,,P0ADZ4
2624,RS18_ECOLI,75.0,1vs5R,0.0,,P0A7T7
2625,RS21_ECOLI,71.0,1vs5U,0.0,,P68679
2626,RUTC_ECOLI,128.0, ,0.0,,P0AFQ5
2627,SAFA_ECOLI,65.0, ,12.0,,P76136
2628,SECE_ECOLI,127.0, ,67.0,,P0AG96
2629,SGCA_ECOLI,143.0, ,0.0,,P39363
2630,SLYA_ECOLI,144.0, ,0.0,,P0A8W2
2631,SOHA_ECOLI,111.0, ,0.0,,P15373
2632,STPA_ECOLI,134.0, ,0.0,,P0ACG1
2633,SUGE_ECOLI,105.0, ,74.0,,P69937
2634,TATA_ECOLI,89.0, ,15.0,,P69428
2635,TESC_ECOLI,132.0,1njkA,0.0,,P77712
2636,LPT_ECOLI,21.0, ,0.0,,P0AD86
2637,TOLR_ECOLI,142.0, ,19.0,,P0ABV6
2638,TRPR_ECOLI,108.0,2oz9R,0.0,,P0A881
2639,TUSA_ECOLI,81.0, ,0.0,,P0A890
2640,TUSD_ECOLI,128.0,2d1pA,0.0,,P45532
2641,UMUD_ECOLI,139.0,1ay9A,0.0,,P0AG11
2642,USPC_ECOLI,142.0, ,0.0,,P46888
2643,USPG_ECOLI,142.0, ,0.0,,P39177
2644,EX7S_ECOLI,80.0, ,0.0,,P0A8G9
2645,YADI_ECOLI,146.0, ,0.0,,P36881
2646,YAFN_ECOLI,97.0, ,0.0,,Q47156
2647,YAFW_ECOLI,105.0, ,0.0,,Q47684
2648,YAHO_ECOLI,91.0, ,10.0,,P75694
2649,YAJC_ECOLI,110.0, ,18.0,,P0ADZ7
2650,YBAB_ECOLI,109.0,1pugA,0.0,,P0A8B5
2651,YBAV_ECOLI,123.0, ,9.0,,P0AAR8
2652,YBCJ_ECOLI,70.0, ,0.0,,P0AAS7
2653,YBDF_ECOLI,122.0, ,0.0,,P0AAT2
2654,YBED_ECOLI,87.0, ,0.0,,P0A8J4
2655,YBGC_ECOLI,134.0,1s5uE,0.0,,P0A8Z3
2656,YBHT_ECOLI,49.0, ,22.0,,P0AAW9
2657,YBJM_ECOLI,125.0, ,66.0,,P64439
2658,YCCB_ECOLI,30.0, ,18.0,,P24244
2659,ACYP_ECOLI,92.0, ,0.0,,P0AB65
2660,YCGI_ECOLI,147.0, ,0.0,,P76000
2661,YCGZ_ECOLI,78.0, ,0.0,,P75991
2662,YCIA_ECOLI,132.0, ,0.0,,P0A8Z0
2663,YCIN_ECOLI,83.0, ,0.0,,P0AB61
2664,YDAG_ECOLI,44.0, ,0.0,,P76061
2665,YDAT_ECOLI,140.0, ,0.0,,P76064
2666,YDDL_ECOLI,96.0, ,11.0,,P77519
2667,YDFB_ECOLI,42.0, ,0.0,,P29009
2668,YDGU_ECOLI,27.0, ,16.0,,A5A617
2669,YDII_ECOLI,136.0,1vh5A,0.0,,P77781
2670,YEAR_ECOLI,119.0,3bb6C,0.0,,P64488
2671,YECH_ECOLI,79.0, ,0.0,,P46887
2672,YEDF_ECOLI,77.0, ,0.0,,P0AA31
2673,YEEU_ECOLI,122.0,2h28A,0.0,,P76364
2674,YEIS_ECOLI,79.0, ,38.0,,P64536
2675,YFAE_ECOLI,84.0, ,0.0,,P0ABW3
2676,YFDM_ECOLI,91.0, ,0.0,,P76509
2677,YFED_ECOLI,130.0, ,0.0,,P27238
2678,YFGD_ECOLI,119.0, ,0.0,,P76569
2679,YFJU_ECOLI,51.0, ,0.0,,P0CF86
2680,YGAU_ECOLI,149.0, ,0.0,,P0ADE6
2681,YGBF_ECOLI,94.0, ,0.0,,P45956
2682,YGDK_ECOLI,147.0, ,0.0,,P0AGF2
2683,YGGL_ECOLI,108.0, ,0.0,,P38521
2684,YGIN_ECOLI,104.0,1r6yA,0.0,,P0ADU2
2685,YHAI_ECOLI,118.0, ,58.0,,P64592
2686,YHBQ_ECOLI,100.0, ,0.0,,P45472
2687,YHCO_ECOLI,90.0, ,0.0,,P64616
2688,YHEU_ECOLI,72.0, ,0.0,,P67624
2689,YHFY_ECOLI,120.0, ,0.0,,P45551
2690,YIAC_ECOLI,146.0, ,0.0,,P37664
2691,YIBN_ECOLI,143.0, ,20.0,,P0AG27
2692,YIDD_ECOLI,85.0, ,6.0,,P0A8C8
2693,YIHD_ECOLI,89.0, ,0.0,,P0ADP9
2694,YIIS_ECOLI,99.0, ,0.0,,P32162
2695,YJBJ_ECOLI,69.0, ,0.0,,P68206
2696,YJDI_ECOLI,76.0, ,0.0,,P0AF59
2697,YJDP_ECOLI,109.0, ,3.0,,Q6BEX5
2698,YJFI_ECOLI,133.0, ,0.0,,P0AF76
2699,YJGF_ECOLI,128.0,1qu9A,0.0,,P0AF93
2700,YKFF_ECOLI,79.0, ,0.0,,P75677
2701,YKGN_ECOLI,112.0, ,0.0,,Q79E92
2702,YLCH_ECOLI,33.0, ,0.0,,Q47268
2703,YMFM_ECOLI,112.0, ,0.0,,P75977
2704,YMIB_ECOLI,34.0, ,13.0,,C1P5Z9
2705,YNCL_ECOLI,31.0, ,19.0,,A5A615
2706,YNFA_ECOLI,108.0, ,62.0,,P76169
2707,YOAB_ECOLI,114.0, ,0.0,,P0AEB7
2708,YOAI_ECOLI,34.0, ,19.0,,P76239
2709,YOEF_ECOLI,118.0, ,0.0,,Q2EES3
2710,YPJI_ECOLI,90.0, ,0.0,,P58095
2711,YQCC_ECOLI,109.0, ,0.0,,Q46919
2712,RUVX_ECOLI,138.0,1nu0A,0.0,,P0A8I1
2713,YRBA_ECOLI,84.0, ,0.0,,P0A9W6
2714,YTFA_ECOLI,108.0, ,1.0,,P39309
2715,YTFP_ECOLI,113.0, ,0.0,,P0AE48
2716,ZAPB_ECOLI,81.0,2jeeA,0.0,,P0AF36
2717,AAEA_ECOLI,310.0, ,20.0,,P46482
2718,AAS_ECOLI,719.0, ,28.0,,P31119
2719,ABGB_ECOLI,481.0, ,0.0,,P76052
2720,ABRB_ECOLI,348.0, ,182.0,,P75747
2721,ACCC_ECOLI,449.0,3rv3B,0.0,,P24182
2722,MASY_ECOLI,533.0,3cuzA,0.0,,P08997
2723,ACEK_ECOLI,578.0, ,0.0,,P11071
2724,ACON2_ECOLI,865.0,1l5jA,1.0,,P36683
2725,ACRB_ECOLI,1049.0,3d9bA,184.0,,P31224
2726,ACRF_ECOLI,1034.0, ,196.0,,P24181
2727,ACTP_ECOLI,549.0, ,287.0,,P32705
2728,ADEC_ECOLI,588.0, ,0.0,,P31441
2729,ADIA_ECOLI,755.0,2vycA,1.0,,P28629
2730,KAD_ECOLI,214.0,1akeA,0.0,,P69441
2731,AEGA_ECOLI,659.0, ,0.0,,P37127
2732,AGAA_ECOLI,167.0, ,0.0,,P42906
2733,AGAI_ECOLI,251.0, ,0.0,,P42912
2734,PTPB2_ECOLI,157.0, ,0.0,,P42904
2735,AHPF_ECOLI,521.0,1fl2A,0.0,,P35340
2736,SYA_ECOLI,876.0,3hxuA,1.0,,P00957
2737,3MG2_ECOLI,282.0,1dizA,0.0,,P04395
2738,ALLB_ECOLI,453.0,3e74B,0.0,,P77671
2739,ALLR_ECOLI,271.0,1tf1A,1.0,,P0ACN4
2740,ALSA_ECOLI,510.0, ,0.0,,P32721
2741,ALSE_ECOLI,231.0,3ct7A,0.0,,P32719
2742,AMIA_ECOLI,289.0, ,0.0,,P36548
2743,AMID_ECOLI,276.0,2wkxA,4.0,,P75820
